Asset,Work Order,Description Line 1,Description Line 2
250  -Multiplex 52-D Kilgavik,WO23- 643,No heat.,
250  -Multiplex 52-D Kilgavik,"WO23- 1,498",Strong smell of fuel fumes in unit.," Checked unit, no fuel smell, no leaks, tenant said the smell went away, checked furnace, no leaks."
254  -36C Kilgavik Street,WO23- 506,HRV service.,"  Took out filters and cleaned at shop, put back together and tested good."
256  -36E Kilgavik Street,WO23- 480,HRV service.,Cleaned filters for hrv.
259  -31-C Kilgavik Street,"WO- 3,043",Check thermostat.," Delivered thermostat, they are isolating and we can't go into their unit."
259  -31-C Kilgavik Street,WO23- 515,HRV service., Cleaned filters for hrv.
259  -31-C Kilgavik Street,"WO23- 1,715","URGENT: housing maintainer accidently cut the glycol line, would like someone from Jago to go over.",Repaired heat trace line
262  -31-E Kilgavik Street,WO23- 504,HRV service.," Took filters out and cleaned, hrv couldn't go on as tenant said someone needed to order a part for it."
262  -31-E Kilgavik Street,"WO23- 1,156",Too hot in unit.," Unit was too hot, due to zone valve stuck, spun them around and heat went down, back in normal working order."
266M  -34 Kilgavik Street,"WO- 3,352",Boiler Inspection,
266M  -34 Kilgavik Street,"WO23- 1,333",Service and clean boiler.," Cleaned and changed nozzles., boiler #1 85%, boiler #2 83%"
264  -34B Kilgavik Street,"WO23- 1,257",No heat in unit.," Checked boiler on temperature and pressure, low on glycol, added glycol to boiler, went into unit B to check for heat, zone valve not responding to thermostat, replaced hermostat and zone valve but still not working, showed tenant how to open and close zone valve and told them we will work on next day."
264  -34B Kilgavik Street,"WO23- 1,287",Heating trouble.," After testing themostat we noticed it wasn't activating the zone valve, we by passed the thermostat and the zone valve activated, we changed the thermostat and tested the system, everything is working properly."
265  -34C Kilgavik Street,WO23- 364,HRV service., Cleaned altres for hrv.
268  -34E Kilgavik Street,WO23- 249,Something leaking coming from attic.,Completed
268  -34E Kilgavik Street,WO23- 505,HRV service.," Took out filters and cleaned at shop, put back together and tested good."
268  -34E Kilgavik Street,WO23- 839,"Check HRV, says it's not working."," Checked HRV, unplugged, we plugged unit back in and cleaned the filters, all ok."
269  -4 Kugyuk Crescent,WO23- 215,M&I 6522-410-002- Replace furnace,
269  -4 Kugyuk Crescent,"WO23- 1,635",No heat.," Porcelain socket out of place, placed into right and got it going."
252M  -36 Kilgavik Street,"WO- 3,350",Boiler Inspection,
252M  -36 Kilgavik Street,"WO- 3,351",Boiler Inspection,
252M  -36 Kilgavik Street,"WO23- 1,327",Service and Clean furnace/boiler.," Vacummed and checked 2 boilers, replaced 2 nozzles and 2 oil filter cartridges, boiler #1 is operating at 85 1/2 effiency, boiler #2 is operating at 86% efffiency."
295M  -31 Kilgavik Street,"WO- 3,303",Boiler Inspection," Replaced pressure relief  valve, installed on the vertical, placed a tray under the burner."
295M  -31 Kilgavik Street,"WO- 3,304",Boiler Inspection," Replaced the pressure relief valve on the vertical, placed tray under burner."
295M  -31 Kilgavik Street,"WO23- 1,310",Annual furnace cleaning," Vacuumed and checked 2 boilers, replaced 2 nozzles, replaced oil filter cartidges, Unit #1 is operating at 85 % effienciency, Unit #2 is operating at 86% effiencencyk glycol is good to -40"
"270  -46 Okpik, Brand New Construction Duplex","WO23- 1,077",No heat in unit., Bled air from burner pump.
"270  -46 Okpik, Brand New Construction Duplex","WO23- 1,667",Smell of fuel in unit.," Put some nuetroda on pan, tightened boiler opening."
"270  -46 Okpik, Brand New Construction Duplex","WO23- 1,670","No heat, switch.", Reset boiler.
"270  -46 Okpik, Brand New Construction Duplex","WO23- 1,816",No heat.,
296M  -42 Kilgavik Street,"WO23- 2,627",top up glycol,Topped up glycol to boiler system about 7L.
274  -30-A Iharuliq Street,"WO23- 1,840","Tenant says her unit gets really hot and has to keep door open a little bit for cool air, would like to know if housing can look at it.",Heat was ok while we were working on kitchen drain.  Replaced passage doorknob and adjusted striker plate.
275  -30-B Iharuliq Street,WO23- 647,"Would like heat mode back on, getting cool in unit.", Turned on valves for unit in mechanical room.
297M  -30 Iharuliq Street,"WO- 3,171",loud noise in the boiler room," Checked out boiler room, nothing noticable, boiler was down on pressure so recharged the system."
297M  -30 Iharuliq Street,"WO- 3,311",Boiler Inspection," Replaced pvr and seperated from each boiler, placed a tray under burner, placed a container under pvr."
297M  -30 Iharuliq Street,"WO- 3,312",Boiler Inspection," Seperated adjoined prv pipes into individual (independant of each other), replaed pvr, placed a tray under the burner, replemished  glycol in the makeup tank."
297M  -30 Iharuliq Street,"WO23- 1,231",Heat trace not working.," Replaced 2 zone valves and tested with thermostat, works properly, replaced 2 burner motor, teste and works properly."
"281  -281 Weber, Detached, Built in 2011","WO23- 2,018",Annual Furnace Cleaning," Serviced boiler, changed nozzle, changed oil filter."
282  -32 Kalaak Street,"WO23- 2,019",Annual Furnace cleaning,
284  -33 Kalaak Street,WO23- 223,No heat in unit.," Added 10 litres of glycol because unit was out of pressure, brought pressure on boiler back to 20lb."
283  -34 Kalaak Street,"WO- 3,371",Add Glycol to unit," Added about 10L of glycol, 60/40 mix to the system, No heat."
283  -34 Kalaak Street,"WO23- 1,536",Annual boiler cleaning.," Serviced and changed nozzle and oil filter, 84%"
285  -35 Kalaak Street,WO23- 168,"No heat, no air flowing."," Added 15 litres of glycol to the system, it was showing 0 pressure."
285  -35 Kalaak Street,WO23- 256,"Check furnace, not working properly."," Checked mechanical room, boiler was good but nothing pushing through, circulator pump was stuck so opened manually, glycol started to go through."
285  -35 Kalaak Street,WO23- 277,No heat in unit., Replaced burnt out circulator pump.
285  -35 Kalaak Street,WO23- 369,No heat,
285  -35 Kalaak Street,WO23- 392,No heat," Zone valve not working for crawlspace, replaced zone valve, added glycol to boiler, circulator pump not working, replaced circulator pump and checked for heat."
285  -35 Kalaak Street,"WO23- 1,034",No heat in unit.," Checked boiler, replaced faulty circulator pump and tested."
285  -35 Kalaak Street,"WO23- 1,251",No heat, Added glycol to the system.
285  -35 Kalaak Street,"WO23- 1,269",No heat in unit.," Circulator pump not circulating, replaced circulator pump for boiler hwm"
285  -35 Kalaak Street,"WO23- 1,446",No heat., Replaced faulty circulator.
285  -35 Kalaak Street,"WO23- 2,800",No heat, Replaced circ pump.
279  -29 Kilgavik Street,"WO23- 1,010",No heat and hot water running in unit.,
279  -29 Kilgavik Street,"WO23- 1,171",Check HRV system., Reset controls on hrv.
279  -29 Kilgavik Street,"WO23- 1,317",Clean boiler.," Vacuumed and checked 1 boiler, unit is operating at 85% effiency."
279  -29 Kilgavik Street,"WO23- 2,233",Tenant says back of the house is very hot even though the thermostat is on low, Had to replace zone valve which was sticking. ( Back in good working order)
280  -35 Kilgavik Street,"WO23- 1,600","No heat in unit, says the zone valve needs to be replaced"," Replaced the old zone valve and tested the thermostat, everything is working properly."
290  -36E Kalaak Street,"WO23- 1,900",No heat in unit., Replaced faulty zone valve.
288  -36C Kalaak Street,"WO23- 1,652",No heat.," Checked mecanical room, was all good, unit switch for heat was turned off, turned it on, heat ok."
289  -36D Kalaak Street,"WO23- 1,626","Rehook preheated coil for hrv, also repair a green rotted pipe upstairs.",Completed
SH-410-A00104  -13D Kugyok Cresent,"WO23- 1,092",Plese check the furnace.  Furnance is not working. Tenant mentioned that it has made an unusual noise when trying to switch it on. Late last night or early this morning it gave up,
SH-410-A00101  -34M Iharuliq,"WO- 3,347",Boiler Inspection,
SH-410-A00101  -34M Iharuliq,"WO- 3,348",Boiler Inspection,
"295  -295-10 Plex, Built 2015","WO23- 1,430","sewage pump might be plugged, unit smells of sewage, municipal services went to the unit yesterday"," Went into crawl space to check for sewage overflow, no sewage or sewage smell in crawl space, will clear sewage vent when zoom boom is working."
"300  -300-10 Plex, Built 2015",WO22/23- 6,No heat in unit., Replaced batteries and tested system.
"300  -300-10 Plex, Built 2015",WO22/23- 68,Check thermostat.," I went to the unit and inspected the thermostat, the aaa batteries were dead, I returned to the shop to ge a po for batteries, after picking up batteries I returned to the unit to install and teste."
300M Koihok  -9M Koihok Maghagak Crescent,"WO- 3,335",Boiler Inspection,
300M Koihok  -9M Koihok Maghagak Crescent,"WO- 3,336",Boiler Inspection,
300M Koihok  -9M Koihok Maghagak Crescent,"WO23- 1,348",Annual boiler cleaning," Efficiency of boiler #1 85, boiler #2 is 87"
"SH-410-A003  -61 IHUNNGAQ, 103","WO- 3,078",HRV leaking., emailed
"SH-410-A006  -61 IHUNNGAQ, 106",WO23- 190,"Too much heat in the bedroom, tenant says they have the heat down in the livingroom but bedrooms still has too much heat.", emailed
301-A  -63A Nugak,"WO23- 1,548",No heat.," Checked heating, loosen and sprayed wd 40 on stuck zone motor and tested."
301-A  -63A Nugak,"WO23- 1,832",Change zone valve., Replaced zone valve and tested with thermostat.  Reg had been on the 12th & changed the head of the valve. I removed the complete zone & replaced (complete zone)
301-B  -63B Nugak,"WO23- 1,035",Heat won't go on in unit.," I tested the zone valve, it didn't open, when manually spun it activated, I replaced the motor and tested."
301-B  -63B Nugak,"WO23- 2,291","Tenant just called no heat in unit, she tried everything before calling the shop.", reset boiler
301-B  -63B Nugak,"WO23- 2,478",No heat., zone valve not opening/closing when testing with thermostat. replaced zone valve and tested
301-E  -,WO23- 684,No heat and hot water in unit.," Went to mechanical room,  the furnace had no power so I called for Vince, he checked it with his power device and he found the problem."
301-E  -,WO23- 738,"No heat, tenant just arrived in town from medical travel."," Boiler temperature and pressure was ok, went into unit and tested thermostat, bled air from valve, normally opened zone valve and checked for heat."
302A  -1A Amaulikkaaq Street,"WO23- 1,436",No heat," Went into mechanical room, boiler #2 switch was off, turned switch on and both circulator pumps went on, checked unit for heat."
302C  -1C Amaulikkaaq Street,"WO23- 2,398",No heat., reset boiler
303  -3A  Ublogiakhoklok,WO22/23- 20,No heat., Turned zone valve on.
303  -3A  Ublogiakhoklok,"WO23- 1,243",Tenant said they have had no heat for 2 days,
304  -,"WO- 3,317",tenant said there is no heat," Bled off vent, all ok now."
307-C  -,WO23- 462,"Too hot in unit, would like heat turned down.",
306-A  -,"WO23- 2,482",Not much heat,"Checked heating system, restart boiler #1 that was on reset.  Pressurize system to 15 PSI for more heat."
306-A  -,"WO23- 2,630",No heat.,Reset boiler.
306-E  -,WO23- 328,"Clean HRV, turn HRV off.", Turned valves off for hrv.
306-C  -72C Kalaak,"WO23- 1,815",No heat., Air locked
305-A  -2A Amaulikkaaq Street,WO23- 154,No heat in unit.," Turned off heating supply lines to hrv, will open valves before the winter."
305-A  -2A Amaulikkaaq Street,WO23- 157,Replace zone valve.," I went to the unit and removed the old zone valve motor, I replaced it, tested the thermostat and it worked properly."
305-A  -2A Amaulikkaaq Street,WO23- 160,Too hot in unit.," I went to the unit and tested the thermostat, the zone valve was stuck after spinning the kial and testing again kit began to work, I made a work order to have it replaced during the week."
305-A  -2A Amaulikkaaq Street,WO23- 828,"Would like HRV put back on, getting cool in unit.", Opened valves for HRV
305-E  -2E Amaulikkaaq Street,"WO- 3,281",No heat., Both units were not working.  Replaced 2 fuel pumps and 2 couplings.
SH-410-A013  -69-A Nugak,WO23- 956,No heat in unit,
SH-410-A013  -69-A Nugak,"WO23- 1,417",Please having heating system checked as tenant called with no heat in unit. thank you.,
SH-410-A015  -69-C Nugak,"WO23- 1,403",Please check heating system as no heat in unit.,
SH-410-A016  -69-D Nugak,WO23- 818,No Heat & hot water,
SH-410-A023  -69-K Nugak,WO23- 669,No heat in unit.  May have the same problem in unit L.,
SH-410-A023  -69-K Nugak,"WO23- 1,612",No heat in unit.  Called TBG and talked to Jamie Finlay personally as he was working next door.,
SH-410-A024  -69-L Nugak,WO23- 908,No heat in unit,
298M  -36M Kalaak-Boiler #2,"WO- 3,313",Boiler Inspection, Placed a container under the pressure relief tube.
298M  -36M Kalaak-Boiler #2,"WO- 3,314",Boiler Inspection, Extended  pvr pipe and added a container under pvr.
266M  -266M -Boiler #2,"WO- 3,353",Boiler Inspection,
302M  -1 Amaulikkaaq Mechanical,"WO23- 1,433",Annual Furnace cleaning," Serviced boilers, cleaned pipe and furnace, changed nozzle and filters, change leaking tiger loop areator."
302M  -1 Amaulikkaaq Mechanical,"WO23- 2,562",Top off glycol in boiler room.," Glycol was at 10PSI, topped off with 20PSI. Added 10L of glycol"
305M  -2 Amaulikkaaq Mechanical,"WO23- 2,563",Top off glycol in boiler room.," topped off glycol, was at 10PSI, topped off to 20PSI. Right side boiler pressure gauge no good. Added 10L of glycol."
305M  -2 Amaulikkaaq Mechanical,"WO23- 2,568",Change pressure gauge on #2 boiler., replace pressure gauge
307M  -71M Kalaak Mechanical,"WO23- 1,424",Annual furnace cleaning,"  Serviced boilers, cleaned pipes, changed nozzle and changed oil filter, boiler #1 effiency 85 3/4%, boiler #2 effiency 85%"
307M  -71M Kalaak Mechanical,"WO23- 1,910",Boiler gauge to change., Replaced 3/8x 1/2 tridicator on the boiler.
306M  -72 Kalaak Mechanical,"WO- 3,010",Heat on but none coming out of radiators," Both boilers were out on safety, I reset both boilers and boiler #1 went on and boiler #2 failed, I replaced fuel pump on boiler #2, seal on this pump was bad and caused air to get into pump #1 boiler."
